country,iso3,year,Q1,Q2,Q3,Q4
Israel,ISR,1988,"1,450,300","1,445,700","1,444,600","1,470,700"
Israel,ISR,1989,"1,466,700","1,454,300","1,459,600","1,463,200"
Israel,ISR,1990,"1,469,300","1,488,700","1,496,900","1,511,500"
Israel,ISR,1991,"1,532,200","1,580,500","1,599,300","1,621,800"
Israel,ISR,1992,"1,626,300","1,637,300","1,657,300","1,679,400"
Israel,ISR,1993,"1,707,600","1,728,800","1,763,800","1,804,500"
Israel,ISR,1994,"1,842,700","1,863,600","1,875,100","1,902,400"
Israel,ISR,1995,"1,941,300","1,954,900","1,973,000","1,973,000"
Israel,ISR,1996,"1,978,300","2,020,600","2,019,400","2,014,100"
Israel,ISR,1997,"2,014,100","2,038,100","2,040,400","2,049,500"
Israel,ISR,1998,"2,051,100","2,040,800","2,081,400","2,095,900"
Israel,ISR,1999,"2,119,200","2,124,700","2,145,500","2,185,000"
Israel,ISR,2000,"2,189,500","2,228,900","2,242,800","2,250,300"
Israel,ISR,2001,"2,262,000","2,278,400","2,274,300","2,261,800"
Israel,ISR,2002,"2,269,700","2,273,300","2,296,500","2,316,200"
Israel,ISR,2003,"2,325,000","2,316,100","2,338,500","2,370,900"
Israel,ISR,2004,"2,390,200","2,399,700","2,412,800","2,432,900"
Israel,ISR,2005,"2,463,100","2,490,300","2,516,700","2,541,100"
Israel,ISR,2006,"2,546,700","2,577,500","2,587,300","2,614,700"
Israel,ISR,2007,"2,653,100","2,682,300","2,706,400","2,723,600"
Israel,ISR,2008,"2,771,000","2,775,600","2,785,200","2,799,800"
Israel,ISR,2009,"2,832,038","2,818,001","2,837,719","2,864,919"
Israel,ISR,2010,"2,877,097","2,925,297","2,962,364","2,981,690"
Israel,ISR,2011,"2,996,955","3,023,279","3,034,396","3,049,959"
Israel,ISR,2012,"3,294,846","3,356,354","3,393,759","3,386,607"
Israel,ISR,2013,"3,414,405","3,422,368","3,468,189","3,489,621"
Israel,ISR,2014,"3,527,774","3,543,967","3,549,409","3,593,365"
Israel,ISR,2015,"3,598,009","3,642,108","3,657,611","3,678,431"
Italy,ITA,1980, -   , -   , -   , -   
Italy,ITA,1981, -   , -   , -   , -   
Italy,ITA,1982, -   , -   , -   , -   
Italy,ITA,1983, -   , -   , -   , -   
Italy,ITA,1984, -   , -   , -   , -   
Italy,ITA,1985, -   , -   , -   , -   
Italy,ITA,1986, -   , -   , -   , -   
Italy,ITA,1987, -   , -   , -   , -   
Italy,ITA,1988, -   , -   , -   , -   
Italy,ITA,1989, -   , -   , -   , -   
Italy,ITA,1990, -   , -   , -   , -   
Italy,ITA,1991, -   , -   , -   , -   
Italy,ITA,1992, -   , -   , -   ,"21,504,300"
Italy,ITA,1993,"21,440,200","21,377,100","21,310,300","21,092,400"
Italy,ITA,1994,"21,010,100","20,969,100","20,896,500","20,801,000"
Italy,ITA,1995,"20,760,900","20,738,500","20,748,300","20,812,100"
Italy,ITA,1996,"20,801,200","20,807,900","20,868,300","20,840,800"
Italy,ITA,1997,"20,807,300","20,871,600","20,901,600","20,849,200"
Italy,ITA,1998,"20,947,700","21,013,800","21,059,700","21,151,100"
Italy,ITA,1999,"21,149,400","21,231,200","21,313,200","21,342,900"
Italy,ITA,2000,"21,404,900","21,536,900","21,676,300","21,796,000"
Italy,ITA,2001,"21,887,500","21,937,800","22,048,500","22,075,300"
Italy,ITA,2002,"22,175,800","22,164,000","22,258,600","22,232,800"
Italy,ITA,2003,"22,164,900","22,247,500","22,210,100","22,326,000"
Italy,ITA,2004,"22,277,600","22,396,700","22,442,400","22,382,200"
Italy,ITA,2005,"22,408,600","22,424,500","22,391,800","22,513,800"
Italy,ITA,2006,"22,662,900","22,776,500","22,706,100","22,779,900"
Italy,ITA,2007,"22,766,800","22,876,100","22,959,000","23,042,500"
Italy,ITA,2008,"23,077,700","23,137,800","23,102,000","23,004,500"
Italy,ITA,2009,"22,834,900","22,740,200","22,633,300","22,614,800"
Italy,ITA,2010,"22,537,900","22,551,600","22,509,500","22,539,600"
Italy,ITA,2011,"22,611,200","22,604,800","22,572,300","22,556,500"
Italy,ITA,2012,"22,594,300","22,628,800","22,544,100","22,468,100"
Italy,ITA,2013,"22,284,200","22,210,500","22,172,500","22,174,900"
Italy,ITA,2014,"22,200,000","22,242,500","22,284,000","22,335,300"
Italy,ITA,2015,"22,349,600","22,452,000","22,494,300", -   
Japan,JPN,1980,"55,070,000","55,100,000","55,560,000","55,480,000"
Japan,JPN,1981,"55,630,000","55,590,000","55,910,000","56,040,000"
Japan,JPN,1982,"56,170,000","56,420,000","56,310,000","56,720,000"
Japan,JPN,1983,"57,220,000","57,350,000","57,360,000","57,480,000"
Japan,JPN,1984,"57,240,000","57,510,000","57,740,000","58,000,000"
Japan,JPN,1985,"58,080,000","58,100,000","58,080,000","58,120,000"
Japan,JPN,1986,"58,500,000","58,320,000","58,670,000","58,660,000"
Japan,JPN,1987,"58,640,000","58,850,000","59,320,000","59,590,000"
Japan,JPN,1988,"59,640,000","60,120,000","60,240,000","60,430,000"
Japan,JPN,1989,"60,750,000","61,130,000","61,490,000","61,720,000"
Japan,JPN,1990,"62,050,000","62,450,000","62,470,000","62,880,000"
Japan,JPN,1991,"63,210,000","63,530,000","63,870,000","63,990,000"
Japan,JPN,1992,"64,600,000","64,210,000","64,370,000","64,730,000"
Japan,JPN,1993,"64,330,000","64,420,000","64,560,000","64,720,000"
Japan,JPN,1994,"64,490,000","64,780,000","64,520,000","64,540,000"
Japan,JPN,1995,"64,610,000","64,510,000","64,570,000","64,430,000"
Japan,JPN,1996,"64,400,000","64,590,000","65,050,000","65,060,000"
Japan,JPN,1997,"65,580,000","65,620,000","65,530,000","65,350,000"
Japan,JPN,1998,"65,430,000","65,290,000","65,080,000","64,770,000"
Japan,JPN,1999,"64,590,000","64,680,000","64,710,000","64,640,000"
Japan,JPN,2000,"64,300,000","64,450,000","64,380,000","64,760,000"
Japan,JPN,2001,"64,700,000","64,210,000","63,970,000","64,020,000"
Japan,JPN,2002,"63,630,000","63,070,000","63,240,000","63,240,000"
Japan,JPN,2003,"63,060,000","63,090,000","63,120,000","63,110,000"
Japan,JPN,2004,"63,200,000","63,310,000","63,480,000","63,170,000"
Japan,JPN,2005,"63,340,000","63,680,000","63,610,000","63,430,000"
Japan,JPN,2006,"63,840,000","63,790,000","63,960,000","64,170,000"
Japan,JPN,2007,"64,160,000","64,360,000","64,290,000","64,470,000"
Japan,JPN,2008,"64,070,000","64,290,000","64,030,000","64,100,000"
Japan,JPN,2009,"63,770,000","63,110,000","63,080,000","62,870,000"
Japan,JPN,2010,"62,940,000","62,810,000","63,040,000","62,850,000"
Japan,JPN,2011,"63,270,000","62,800,000","62,720,000","62,890,000"
Japan,JPN,2012,"62,800,000","62,540,000","62,740,000","62,800,000"
Japan,JPN,2013,"62,940,000","62,980,000","63,050,000","63,510,000"
Japan,JPN,2014,"63,360,000","63,550,000","63,590,000","63,500,000"
Japan,JPN,2015,"63,760,000","63,570,000","63,750,000","63,580,000"
Latvia,LVA,1980, -   , -   , -   , -   
Latvia,LVA,1981, -   , -   , -   , -   
Latvia,LVA,1982, -   , -   , -   , -   
Latvia,LVA,1983, -   , -   , -   , -   
Latvia,LVA,1984, -   , -   , -   , -   
Latvia,LVA,1985, -   , -   , -   , -   
Latvia,LVA,1986, -   , -   , -   , -   
Latvia,LVA,1987, -   , -   , -   , -   
Latvia,LVA,1988, -   , -   , -   , -   
Latvia,LVA,1989, -   , -   , -   , -   
Latvia,LVA,1990, -   , -   , -   , -   
Latvia,LVA,1991,"1,404,000","1,398,000","1,395,000","1,391,000"
Latvia,LVA,1992,"1,335,000","1,310,000","1,270,000","1,259,000"
Latvia,LVA,1993,"1,232,000","1,210,000","1,193,000","1,186,000"
Latvia,LVA,1994,"1,092,000","1,086,000","1,079,000","1,075,000"
Latvia,LVA,1995,"1,049,000","1,047,000","1,046,000","1,040,000"
Latvia,LVA,1996,"1,024,000","1,020,000","1,016,000","1,012,000"
Latvia,LVA,1997,"1,020,000","1,037,000","1,048,000","1,043,000"
Latvia,LVA,1998,"1,045,000","1,048,000","1,047,000","1,033,000"
Latvia,LVA,1999,"1,028,000","1,035,000","1,046,000","1,041,000"
Latvia,LVA,2000,"1,037,000","1,039,000","1,038,000","1,037,000"
Latvia,LVA,2001,"1,035,000","1,039,000","1,040,000","1,034,000"
Latvia,LVA,2002,"923,000","951,000","977,000","971,000"
Latvia,LVA,2003,"952,000","954,000","983,000","959,000"
Latvia,LVA,2004,"955,000","961,000","973,000","967,000"
Latvia,LVA,2005,"945,000","970,000","983,000","992,000"
Latvia,LVA,2006,"997,000","1,024,000","1,064,000","1,039,000"
Latvia,LVA,2007,"1,020,000","1,050,000","1,080,000","1,080,000"
Latvia,LVA,2008,"1,060,000","1,074,000","1,062,000","1,024,000"
Latvia,LVA,2009,"968,000","924,000","880,000","863,000"
Latvia,LVA,2010,"830,000","842,000","868,000","862,000"
Latvia,LVA,2011,"836,000","859,000","875,000","877,000"
Latvia,LVA,2012,"848,000","867,000","895,000","893,000"
Latvia,LVA,2013,"880,000","889,000","906,000","900,000"
Latvia,LVA,2014,"882,000","889,000","886,000","882,000"
Latvia,LVA,2015,"884,000","898,000","902,000","900,000"
Lesotho,LSO,1980, -   , -   , -   , -   
Lesotho,LSO,1981, -   , -   , -   , -   
Lesotho,LSO,1982, -   , -   , -   , -   
Lesotho,LSO,1983, -   , -   , -   , -   
Lesotho,LSO,1984, -   , -   , -   , -   
Lesotho,LSO,1985, -   , -   , -   , -   
Lesotho,LSO,1986, -   , -   , -   , -   
Lesotho,LSO,1987, -   , -   , -   , -   
Lesotho,LSO,1988, -   , -   , -   , -   
Lesotho,LSO,1989, -   , -   , -   , -   
Lesotho,LSO,1990, -   , -   , -   , -   
Lesotho,LSO,1991, -   , -   , -   , -   
Lesotho,LSO,1992, -   , -   , -   , -   
Lesotho,LSO,1993, -   , -   , -   , -   
Lesotho,LSO,1994, -   , -   , -   , -   
Lesotho,LSO,1995, -   , -   , -   , -   
Lesotho,LSO,1996, -   , -   , -   , -   
Lesotho,LSO,1997, -   , -   , -   , -   
Lesotho,LSO,1998, -   , -   , -   , -   
Lesotho,LSO,1999, -   , -   , -   , -   
Lesotho,LSO,2000, -   , -   , -   , -   
Lesotho,LSO,2001, -   , -   , -   , -   
Lesotho,LSO,2002,"36,906","39,255","42,011","43,773"
Lesotho,LSO,2003,"43,525","46,960","49,862","51,187"
Lesotho,LSO,2004,"52,532","53,525","52,922","50,607"
Lesotho,LSO,2005,"41,985","40,111","39,597","43,131"
Lesotho,LSO,2006,"40,459","45,140","46,189","47,462"
Lesotho,LSO,2007,"47,731","49,392","46,772","46,633"
Lesotho,LSO,2008,"45,650","45,549","48,621","47,204"
Lesotho,LSO,2009,"44,665","44,689","46,647","46,386"
Lesotho,LSO,2010,"44,098","46,379","48,300","45,595"
Lesotho,LSO,2011,"43,509","45,782","41,432","45,782"
Lesotho,LSO,2012,"41,432","45,501","45,951","45,877"
Lesotho,LSO,2013,"46,469","47,136","48,923","47,971"
Lesotho,LSO,2014,"44,940","45,616","47,345","46,737"
Lesotho,LSO,2015,"46,528","47,056","48,912", -   
Lithuania,LTU,1980, -   , -   , -   , -   
Lithuania,LTU,1981, -   , -   , -   , -   
Lithuania,LTU,1982, -   , -   , -   , -   
Lithuania,LTU,1983, -   , -   , -   , -   
Lithuania,LTU,1984, -   , -   , -   , -   
Lithuania,LTU,1985, -   , -   , -   , -   
Lithuania,LTU,1986, -   , -   , -   , -   
Lithuania,LTU,1987, -   , -   , -   , -   
Lithuania,LTU,1988, -   , -   , -   , -   
Lithuania,LTU,1989, -   , -   , -   , -   
Lithuania,LTU,1990, -   , -   , -   , -   
Lithuania,LTU,1991, -   , -   , -   , -   
Lithuania,LTU,1992, -   , -   , -   , -   
Lithuania,LTU,1993, -   , -   , -   , -   
Lithuania,LTU,1994, -   , -   , -   , -   
Lithuania,LTU,1995, -   , -   , -   , -   
Lithuania,LTU,1996, -   , -   , -   , -   
Lithuania,LTU,1997, -   , -   , -   , -   
Lithuania,LTU,1998, -   ,"1,481,300", -   ,"1,497,400"
Lithuania,LTU,1999, -   ,"1,487,600", -   ,"1,425,500"
Lithuania,LTU,2000, -   ,"1,419,400", -   ,"1,376,300"
Lithuania,LTU,2001, -   ,"1,372,900", -   ,"1,330,700"
Lithuania,LTU,2002,"1,355,700","1,425,600","1,443,300","1,398,900"
Lithuania,LTU,2003,"1,387,900","1,478,700","1,459,000","1,426,300"
Lithuania,LTU,2004,"1,397,700","1,428,400","1,433,400","1,421,800"
Lithuania,LTU,2005,"1,411,800","1,430,400","1,449,900","1,445,700"
Lithuania,LTU,2006,"1,417,900","1,436,800","1,437,200","1,423,900"
Lithuania,LTU,2007,"1,425,700","1,461,500","1,478,800","1,440,300"
Lithuania,LTU,2008,"1,416,300","1,432,100","1,445,800","1,414,200"
Lithuania,LTU,2009,"1,329,900","1,321,600","1,329,800","1,288,300"
Lithuania,LTU,2010,"1,221,900","1,231,000","1,261,500","1,276,200"
Lithuania,LTU,2011,"1,232,900","1,262,200","1,260,700","1,258,700"
Lithuania,LTU,2012,"1,251,400","1,284,100","1,298,000","1,269,400"
Lithuania,LTU,2013,"1,267,200","1,297,100","1,308,200","1,298,600"
Lithuania,LTU,2014,"1,295,300","1,309,200","1,349,200","1,322,400"
Lithuania,LTU,2015,"1,317,500","1,336,300","1,347,400","1,338,500"
Luxembourg,LUX,1980, -   , -   , -   , -   
Luxembourg,LUX,1981, -   , -   , -   , -   
Luxembourg,LUX,1982, -   , -   , -   , -   
Luxembourg,LUX,1983, -   , -   , -   , -   
Luxembourg,LUX,1984, -   , -   , -   , -   
Luxembourg,LUX,1985, -   , -   , -   , -   
Luxembourg,LUX,1986, -   , -   , -   , -   
Luxembourg,LUX,1987, -   , -   , -   , -   
Luxembourg,LUX,1988, -   , -   , -   , -   
Luxembourg,LUX,1989, -   , -   , -   , -   
Luxembourg,LUX,1990, -   , -   , -   , -   
Luxembourg,LUX,1991, -   , -   , -   , -   
Luxembourg,LUX,1992, -   , -   , -   , -   
Luxembourg,LUX,1993, -   , -   , -   , -   
Luxembourg,LUX,1994, -   , -   , -   , -   
Luxembourg,LUX,1995,"211,318","213,809","216,100","219,344"
Luxembourg,LUX,1996,"219,041","221,333","220,626","222,608"
Luxembourg,LUX,1997,"222,309","226,283","229,295","233,786"
Luxembourg,LUX,1998,"231,680","236,841","238,586","244,008"
Luxembourg,LUX,1999,"242,841","248,551","250,801","257,786"
Luxembourg,LUX,2000,"257,153","262,700","264,641","272,228"
Luxembourg,LUX,2001,"274,191","278,807","279,804","284,841"
Luxembourg,LUX,2002,"285,186","286,948","285,876","290,768"
Luxembourg,LUX,2003,"289,956","291,892","291,244","295,875"
Luxembourg,LUX,2004,"294,895","298,547","299,343","304,408"
Luxembourg,LUX,2005,"303,000","307,168","307,714","313,527"
Luxembourg,LUX,2006,"313,873","318,906","319,885","326,376"
Luxembourg,LUX,2007,"326,849","332,295","334,391","342,093"
Luxembourg,LUX,2008,"343,870","347,994","349,659","354,937"
Luxembourg,LUX,2009,"351,729","352,977","350,614","356,076"
Luxembourg,LUX,2010,"355,051","359,013","358,769","364,237"
Luxembourg,LUX,2011,"364,217","370,245","369,902","376,088"
Luxembourg,LUX,2012,"374,849","378,788","378,379","383,899"
Luxembourg,LUX,2013,"381,705","386,090","385,746","391,745"
Luxembourg,LUX,2014,"391,318","395,467","395,200","402,024"
Luxembourg,LUX,2015,"400,704","405,836","404,794","412,542"
"Macedonia, the former Yugoslav Republic of",MKD,1980, -   , -   , -   , -   
"Macedonia, the former Yugoslav Republic of",MKD,1981, -   , -   , -   , -   
"Macedonia, the former Yugoslav Republic of",MKD,1982, -   , -   , -   , -   
"Macedonia, the former Yugoslav Republic of",MKD,1983, -   , -   , -   , -   
"Macedonia, the former Yugoslav Republic of",MKD,1984, -   , -   , -   , -   
"Macedonia, the former Yugoslav Republic of",MKD,1985, -   , -   , -   , -   
"Macedonia, the former Yugoslav Republic of",MKD,1986, -   , -   , -   , -   
"Macedonia, the former Yugoslav Republic of",MKD,1987, -   , -   , -   , -   
"Macedonia, the former Yugoslav Republic of",MKD,1988, -   , -   , -   , -   
"Macedonia, the former Yugoslav Republic of",MKD,1989, -   , -   , -   , -   
"Macedonia, the former Yugoslav Republic of",MKD,1990, -   , -   , -   , -   
"Macedonia, the former Yugoslav Republic of",MKD,1991, -   , -   , -   , -   
"Macedonia, the former Yugoslav Republic of",MKD,1992, -   , -   , -   , -   
"Macedonia, the former Yugoslav Republic of",MKD,1993, -   , -   , -   , -   
"Macedonia, the former Yugoslav Republic of",MKD,1994, -   , -   , -   , -   
"Macedonia, the former Yugoslav Republic of",MKD,1995,"211,318","213,809","216,100","219,344"
"Macedonia, the former Yugoslav Republic of",MKD,1996,"219,041","221,333","220,626","222,608"
"Macedonia, the former Yugoslav Republic of",MKD,1997,"222,309","226,283","229,295","233,786"
"Macedonia, the former Yugoslav Republic of",MKD,1998,"231,680","236,841","238,586","244,008"
"Macedonia, the former Yugoslav Republic of",MKD,1999,"242,841","248,551","250,801","257,786"
"Macedonia, the former Yugoslav Republic of",MKD,2000,"257,153","262,700","264,641","272,228"
"Macedonia, the former Yugoslav Republic of",MKD,2001,"274,191","278,807","279,804","284,841"
"Macedonia, the former Yugoslav Republic of",MKD,2002,"285,186","286,948","285,876","290,768"
"Macedonia, the former Yugoslav Republic of",MKD,2003,"289,956","291,892","291,244","295,875"
"Macedonia, the former Yugoslav Republic of",MKD,2004,"294,895","298,547","299,343","304,408"
"Macedonia, the former Yugoslav Republic of",MKD,2005,"303,000","307,168","307,714","313,527"
"Macedonia, the former Yugoslav Republic of",MKD,2006,"313,873","318,906","319,885","326,376"
"Macedonia, the former Yugoslav Republic of",MKD,2007,"326,849","332,295","334,391","342,093"
"Macedonia, the former Yugoslav Republic of",MKD,2008,"343,870","347,994","349,659","354,937"
"Macedonia, the former Yugoslav Republic of",MKD,2009,"351,729","352,977","350,614","356,076"
"Macedonia, the former Yugoslav Republic of",MKD,2010,"355,051","359,013","358,769","364,237"
"Macedonia, the former Yugoslav Republic of",MKD,2011,"364,217","370,245","369,902","376,088"
"Macedonia, the former Yugoslav Republic of",MKD,2012,"374,849","378,788","378,379","383,899"
"Macedonia, the former Yugoslav Republic of",MKD,2013,"381,705","386,090","385,746","391,745"
"Macedonia, the former Yugoslav Republic of",MKD,2014,"391,318","395,467","395,200","402,024"
"Macedonia, the former Yugoslav Republic of",MKD,2015,"400,704","405,836","404,794","412,542"
Malaysia,MYS,1980, -   , -   , -   , -   
Malaysia,MYS,1981, -   , -   , -   , -   
Malaysia,MYS,1982, -   , -   , -   , -   
Malaysia,MYS,1983, -   , -   , -   , -   
Malaysia,MYS,1984, -   , -   , -   , -   
Malaysia,MYS,1985,"5,612,257","5,639,712","5,666,728","5,693,303"
Malaysia,MYS,1986,"5,710,047","5,727,203","5,768,578","5,834,172"
Malaysia,MYS,1987,"5,902,688","5,961,312","6,013,312","6,058,688"
Malaysia,MYS,1988,"6,102,068","6,148,182","6,199,057","6,254,693"
Malaysia,MYS,1989,"6,303,739","6,351,011","6,414,636","6,494,614"
Malaysia,MYS,1990,"6,582,142","6,662,858","6,725,358","6,769,642"
Malaysia,MYS,1991,"6,817,866","6,873,384","6,918,759","6,953,991"
Malaysia,MYS,1992,"6,974,173","6,998,827","7,060,327","7,158,673"
Malaysia,MYS,1993,"7,265,775","7,357,725","7,428,975","7,479,525"
Malaysia,MYS,1994,"7,547,347","7,623,153","7,655,903","7,645,597"
Malaysia,MYS,1995,"7,573,723","7,520,777","7,618,527","7,866,973"
Malaysia,MYS,1996,"8,166,099","8,402,901","8,518,401","8,512,599"
Malaysia,MYS,1997,"8,516,986","8,570,326","8,595,670","8,593,018"
Malaysia,MYS,1998,"8,730,800","8,636,900","8,461,900","8,580,500"
Malaysia,MYS,1999,"8,686,100","8,791,900","8,937,300","9,010,300"
Malaysia,MYS,2000,"9,303,200","9,077,100","9,438,400","9,346,800"
Malaysia,MYS,2001,"9,414,000","9,487,600","9,599,200","9,566,500"
Malaysia,MYS,2002,"9,671,400","9,520,800","9,568,200","9,496,700"
Malaysia,MYS,2003,"9,870,600","9,757,300","9,986,600","9,952,600"
Malaysia,MYS,2004,"9,919,900","10,016,700","10,057,300","10,136,900"
Malaysia,MYS,2005,"9,943,800","10,215,600","10,101,000","9,998,100"
Malaysia,MYS,2006,"10,155,900","10,327,200","10,421,500","10,408,000"
Malaysia,MYS,2007,"10,461,300","10,601,200","10,627,200","10,665,600"
Malaysia,MYS,2008,"10,525,300","10,735,600","10,779,700","10,819,800"
Malaysia,MYS,2009,"10,757,800","11,034,400","11,032,800","11,025,600"
Malaysia,MYS,2010,"11,047,600","11,796,500","11,822,700","11,376,900"
Malaysia,MYS,2011,"12,116,600","12,128,500","12,259,200","12,209,900"
Malaysia,MYS,2012,"12,416,700","12,496,400","12,604,700","12,533,200"
Malaysia,MYS,2013,"12,834,200","13,203,900","13,653,300","13,465,100"
Malaysia,MYS,2014,"13,452,000","13,544,400","13,623,200","13,685,500"
Malaysia,MYS,2015,"13,698,400","13,754,000","13,787,000","13,814,570"
Malta,MLT,1980, -   , -   , -   , -   
Malta,MLT,1981, -   , -   , -   , -   
Malta,MLT,1982, -   , -   , -   , -   
Malta,MLT,1983, -   , -   , -   , -   
Malta,MLT,1984, -   , -   , -   , -   
Malta,MLT,1985, -   , -   , -   , -   
Malta,MLT,1986, -   , -   , -   , -   
Malta,MLT,1987, -   , -   , -   , -   
Malta,MLT,1988, -   , -   , -   , -   
Malta,MLT,1989, -   , -   , -   , -   
Malta,MLT,1990, -   , -   , -   , -   
Malta,MLT,1991, -   , -   , -   , -   
Malta,MLT,1992, -   , -   , -   , -   
Malta,MLT,1993, -   , -   , -   , -   
Malta,MLT,1994, -   , -   , -   , -   
Malta,MLT,1995, -   , -   , -   , -   
Malta,MLT,1996, -   , -   , -   , -   
Malta,MLT,1997,"136,822","136,535","138,716","136,785"
Malta,MLT,1998,"136,551","136,610","137,652","137,514"
Malta,MLT,1999,"137,445","137,673","138,371","138,357"
Malta,MLT,2000,"134,760","135,604","137,060","137,284"
Malta,MLT,2001,"136,894","137,138","137,575","138,204"
Malta,MLT,2002,"137,245","137,067","138,210","137,688"
Malta,MLT,2003,"137,958","137,948","138,040","136,513"
Malta,MLT,2004,"136,561","137,082","137,912","137,433"
Malta,MLT,2005,"137,284","137,806","138,964","138,527"
Malta,MLT,2006,"138,110","138,775","140,146","140,103"
Malta,MLT,2007,"140,900","141,699","143,091","143,215"
Malta,MLT,2008,"144,266","144,884","146,395","145,876"
Malta,MLT,2009,"145,054","144,964","145,249","144,921"
Malta,MLT,2010,"144,383","145,363","147,200","147,595"
Malta,MLT,2011,"147,878","149,151","150,561","150,792"
Malta,MLT,2012,"150,895","151,945","153,735","152,753"
Malta,MLT,2013,"155,412","156,724","158,863","159,433"
Malta,MLT,2014,"160,737","162,300","165,004","165,455"
Malta,MLT,2015,"167,359","169,104","172,348", -   
Mexico,MEX,1980, -   , -   , -   , -   
Mexico,MEX,1981, -   , -   , -   , -   
Mexico,MEX,1982, -   , -   , -   , -   
Mexico,MEX,1983, -   , -   , -   , -   
Mexico,MEX,1984, -   , -   , -   , -   
Mexico,MEX,1985, -   , -   , -   , -   
Mexico,MEX,1986, -   , -   , -   , -   
Mexico,MEX,1987, -   , -   , -   , -   
Mexico,MEX,1988, -   , -   , -   , -   
Mexico,MEX,1989, -   , -   , -   , -   
Mexico,MEX,1990, -   , -   , -   , -   
Mexico,MEX,1991, -   , -   , -   , -   
Mexico,MEX,1992, -   , -   , -   , -   
Mexico,MEX,1993, -   , -   , -   , -   
Mexico,MEX,1994, -   , -   , -   , -   
Mexico,MEX,1995, -   , -   , -   , -   
Mexico,MEX,1996, -   , -   , -   , -   
Mexico,MEX,1997, -   , -   , -   , -   
Mexico,MEX,1998, -   , -   , -   , -   
Mexico,MEX,1999, -   , -   , -   , -   
Mexico,MEX,2000, -   , -   , -   , -   
Mexico,MEX,2001, -   , -   , -   , -   
Mexico,MEX,2002, -   , -   , -   , -   
Mexico,MEX,2003, -   , -   , -   , -   
Mexico,MEX,2004, -   , -   , -   , -   
Mexico,MEX,2005,"41,441,076","41,676,868","42,334,898","42,863,703"
Mexico,MEX,2006,"42,740,936","43,212,434","43,617,867","43,942,607"
Mexico,MEX,2007,"43,526,125","44,050,928","44,101,860","45,246,080"
Mexico,MEX,2008,"44,651,965","45,293,616","45,029,841","44,798,686"
Mexico,MEX,2009,"44,627,384","45,027,104","45,743,215","46,343,704"
Mexico,MEX,2010,"45,524,339","46,597,624","46,452,588","45,911,934"
Mexico,MEX,2011,"46,005,815","46,891,586","47,350,681","48,307,467"
Mexico,MEX,2012,"47,726,265","49,003,380","49,275,020","48,822,271"
Mexico,MEX,2013,"48,358,255","49,296,229","49,309,167","49,945,599"
Mexico,MEX,2014,"49,080,947","49,301,557","49,455,344","49,823,798"
Mexico,MEX,2015,"49,806,064","50,336,088","50,734,656","51,568,519"
Montenegro,MNE,1980, -   , -   , -   , -   
Montenegro,MNE,1981, -   , -   , -   , -   
Montenegro,MNE,1982, -   , -   , -   , -   
Montenegro,MNE,1983, -   , -   , -   , -   
Montenegro,MNE,1984, -   , -   , -   , -   
Montenegro,MNE,1985, -   , -   , -   , -   
Montenegro,MNE,1986, -   , -   , -   , -   
Montenegro,MNE,1987, -   , -   , -   , -   
Montenegro,MNE,1988, -   , -   , -   , -   
Montenegro,MNE,1989, -   , -   , -   , -   
Montenegro,MNE,1990, -   , -   , -   , -   
Montenegro,MNE,1991, -   , -   , -   , -   
Montenegro,MNE,1992, -   , -   , -   , -   
Montenegro,MNE,1993, -   , -   , -   , -   
Montenegro,MNE,1994, -   , -   , -   , -   
Montenegro,MNE,1995, -   , -   , -   , -   
Montenegro,MNE,1996, -   , -   , -   , -   
Montenegro,MNE,1997, -   , -   , -   , -   
Montenegro,MNE,1998, -   , -   , -   , -   
Montenegro,MNE,1999, -   , -   , -   , -   
Montenegro,MNE,2000, -   , -   , -   , -   
Montenegro,MNE,2001,"113,500","113,943","114,024","114,170"
Montenegro,MNE,2002,"113,597","113,943","113,684","113,679"
Montenegro,MNE,2003,"112,846","111,738","112,647","110,387"
Montenegro,MNE,2004,"142,834","143,845","142,634","143,992"
Montenegro,MNE,2005,"142,072","142,248","146,744","145,528"
Montenegro,MNE,2006,"145,753","149,321","154,289","155,156"
Montenegro,MNE,2007,"152,114","156,817","158,392","157,739"
Montenegro,MNE,2008,"161,105","165,955","168,488","169,079"
Montenegro,MNE,2009,"169,670","174,218","179,016","174,736"
Montenegro,MNE,2010,"171,557","158,716","158,535","157,712"
Montenegro,MNE,2011,"158,010","162,905","167,955","162,712"
Montenegro,MNE,2012,"162,035","165,776","173,024","168,589"
Montenegro,MNE,2013,"167,379","174,369","176,588","167,607"
Montenegro,MNE,2014,"168,805","174,917","178,558","172,273"
Montenegro,MNE,2015,"170,486","177,865","181,232","174,402"
New Zealand,NZL,1980, -   , -   , -   , -   
New Zealand,NZL,1981, -   , -   , -   , -   
New Zealand,NZL,1982, -   , -   , -   , -   
New Zealand,NZL,1983, -   , -   , -   , -   
New Zealand,NZL,1984, -   , -   , -   , -   
New Zealand,NZL,1985, -   , -   , -   , -   
New Zealand,NZL,1986,"1,623,000","1,621,000","1,621,000","1,609,000"
New Zealand,NZL,1987,"1,627,000","1,624,000","1,627,000","1,617,000"
New Zealand,NZL,1988,"1,597,000","1,580,000","1,557,000","1,553,000"
New Zealand,NZL,1989,"1,533,000","1,517,000","1,520,000","1,525,000"
